
/⁠/⁠******
/⁠/⁠ Copyright IRIT, LIMSI, ⁠CNRS
/⁠/⁠ Farah Benamara, Jihen Karoui, Véronique Moriceau, Isabelle Robba
/⁠/⁠ E-⁠mail : benamara@irit.fr, moriceau@limsi.fr
/⁠/⁠ Date: 2017-⁠02-05
// Governed by the CeCILL license under French law and abiding by the rules of distribution of free software.
// You can use, modify and/or redistribute the software under the terms of the CeCILL license as circulated by CEA, CNRS and INRIA at the following URL "http://www.cecill.info/licences/Licence_CeCILL_V1.1-US.txt".
/⁠/⁠******


6135288522	figurative
8676075660	figurative
15548787910	figurative
20724930600	figurative
24031674173	figurative
24107537151	figurative
24854125713	figurative
103881404630315008	figurative
106999124443922432	figurative
108248806180651008	figurative
113316847222394880	figurative
113555740660215808	figurative
115495771113132032	figurative
116859249744809984	figurative
118354344776171522	figurative
119437741015564289	figurative
120253756393795584	figurative
120937523991154690	figurative
123880944200466432	figurative
128073933961433089	figurative
129175628044963840	figurative
129178409485082624	figurative
132879047347806209	figurative
132906959723696128	figurative
134985793818206209	figurative
135656590186520576	figurative
135709158178689024	figurative
138736283311800320	figurative
139022100294930432	figurative
139816252213432320	figurative
142204956101971968	figurative
143431116144128000	figurative
145123904623616000	figurative
145556859661721600	figurative
145924361084346368	figurative
146632335352270849	figurative
150901284843696128	figurative
154853393469419520	figurative
156004951036923905	figurative
156074932252585984	figurative
157163279385493504	nonfigurative
158498470393679872	nonfigurative
160297195348828160	nonfigurative
160685985166925825	nonfigurative
161162617539411969	nonfigurative
161558509857685505	figurative
162098190051577856	nonfigurative
162600026684665856	figurative
163352186099732480	figurative
163583681829670913	figurative
163711982279729154	figurative
163878302061301760	figurative
166285037094961153	figurative
167242757214183426	figurative
167547396216209408	figurative
169144801160212481	figurative
169848034409189376	figurative
170150411104301056	figurative
170213514160521217	figurative
170472971922718723	figurative
170907838942691328	nonfigurative
171335893846720513	figurative
17150737767211008	figurative
171595054979354626	figurative
171923942666272769	nonfigurative
172074046488461312	figurative
172298123908096000	nonfigurative
172351697593704449	nonfigurative
172383225128288256	nonfigurative
172390273677131776	nonfigurative
172443804509536256	nonfigurative
172467558346272769	nonfigurative
172589013390204928	nonfigurative
172967051487485952	nonfigurative
172975274382737409	nonfigurative
172995363513446400	nonfigurative
172999739900559361	nonfigurative
173002996827959296	nonfigurative
173515954024759296	figurative
174092606098255873	figurative
175257615700459521	figurative
175568671530434560	figurative
175709641081237504	figurative
176274823817854977	nonfigurative
176298055514075138	figurative
176352155031191552	figurative
176444339927515137	figurative
177156233957097474	figurative
177448134497144832	figurative
177920601594413056	nonfigurative
178158759128997888	nonfigurative
178414730896093184	figurative
178620435825561600	figurative
178621120168202240	figurative
178623511127007232	figurative
178634733763297280	figurative
179185848615575552	figurative
179504607754596352	nonfigurative
179505348858744832	figurative
180160213599518721	nonfigurative
180187313849118720	nonfigurative
180231277042089984	nonfigurative
180312042069168130	nonfigurative
181463435949776896	nonfigurative
182358294709547008	figurative
182390307764187136	nonfigurative
182406544451846144	nonfigurative
182720242861096961	figurative
184209353895723008	figurative
185076076714790912	nonfigurative
185078951893401601	nonfigurative
185082346553344000	nonfigurative
185087238009401345	nonfigurative
185279530779414528	figurative
185282241314824192	nonfigurative
185410488010674176	figurative
185666313618862080	nonfigurative
186194600480882688	figurative
187812042072276993	figurative
187943892149219328	figurative
187947359286738944	figurative
188205849829834756	figurative
189093974793928704	figurative
189355893547220993	nonfigurative
189628082632658945	figurative
189743480736710656	figurative
190042546607632384	figurative
190537636727885824	figurative
191089169639030784	nonfigurative
192307390161494016	figurative
192655391744724992	figurative
194055319788331008	figurative
194057904721100802	nonfigurative
194123876203118592	figurative
194124500156162048	figurative
194125953599942656	figurative
194151073307574272	nonfigurative
194151872494444545	figurative
194376638954348547	figurative
194394838664364035	figurative
194472265633628160	nonfigurative
194498814097371137	nonfigurative
195168086226243584	figurative
195782807199547393	figurative
195803223016226816	figurative
195977341237858304	nonfigurative
196190302267125760	nonfigurative
196287521943068673	nonfigurative
196506425776807936	nonfigurative
196519308489261056	figurative
196521556107739136	nonfigurative
196529087697784832	nonfigurative
196530008896962560	nonfigurative
196542195573071873	figurative
196553193218514944	figurative
196563608526794752	nonfigurative
196566490114297856	nonfigurative
196566818914177024	nonfigurative
196568182138474498	nonfigurative
196569977204125696	nonfigurative
196591199396696064	nonfigurative
196592942905966592	nonfigurative
196606279681187840	figurative
196607970052808706	nonfigurative
196682031520944128	figurative
196723387471634433	nonfigurative
196825438801244160	nonfigurative
196844698147627008	nonfigurative
196849628350648320	nonfigurative
196871340114968576	nonfigurative
196891537311928320	nonfigurative
196900085160882176	nonfigurative
196910321082957824	nonfigurative
197020677235159040	nonfigurative
